# Sundial demo flight log
# Synthetic L1850 two-stage-recovery profile, 50 Hz control loop
# Generated by examples/make_demo_log.py
# Time (s),state,altitude (m),velocity (m/s),accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2),gyro_x (deg/s),gyro_y (deg/s),gyro_z (deg/s),pressure (Pa),temperature (C),battery (V),gps_lat (deg),gps_lon (deg),gps_sats,rssi (dBm),mach,pyro_drogue,pyro_main
75.520,MAIN,872.484,-6.650,0.075,0.244,8.620,-72.58,4.10,216.77,91365.4,15.69,8.1458,32.9402964,-106.9218736,11,-71.6,0.0000,0,0
75.540,MAIN,872.557,-6.618,-0.056,-0.155,8.518,-73.18,1.21,218.13,91358.7,15.95,8.1535,32.9402982,-106.9218749,11,-72.4,0.0000,0,0
75.560,MAIN,872.264,-6.398,-0.073,0.101,8.870,-77.84,-1.15,214.93,91367.4,15.85,8.1572,32.9402976,-106.9218735,11,-71.1,0.0000,0,0
75.580,MAIN,872.069,-6.548,-0.146,-0.243,8.873,-78.95,-4.46,212.76,91377.9,15.95,8.1564,32.9402972,-106.9218744,11,-72.3,0.0000,0,0
75.600,MAIN,872.093,-6.469,0.135,0.181,8.663,-82.29,-10.97,209.92,91360.7,15.85,8.1559,32.9402963,-106.9218733,11,-70.1,0.0000,0,0
75.620,MAIN,872.023,-6.444,-0.167,-0.221,8.584,-81.82,-14.01,207.50,91366.5,15.92,8.1478,32.9402973,-106.9218751,11,-73.0,0.0000,0,0
75.640,MAIN,871.849,-6.431,0.083,-0.097,9.046,-82.77,-18.68,198.91,91381.2,15.85,8.1523,32.9402978,-106.9218750,11,-72.6,0.0000,0,0
75.660,MAIN,871.666,-6.624,0.137,-0.019,8.783,-82.56,-20.35,192.55,91384.9,15.77,8.1454,32.9402981,-106.9218735,11,-72.9,0.0000,0,0
75.680,MAIN,871.538,-6.255,-0.002,0.119,8.972,-85.87,-26.01,185.04,91374.0,15.80,8.1483,32.9402966,-106.9218742,11,-70.5,0.0000,0,0
75.700,MAIN,871.390,-6.448,-0.191,0.179,8.528,-85.07,-27.73,177.86,91373.5,15.71,8.1509,32.9402980,-106.9218732,11,-72.1,0.0000,0,0
75.720,MAIN,871.414,-6.365,0.179,-0.138,8.667,-89.89,-32.62,170.73,91371.5,15.98,8.1524,32.9402968,-106.9218741,11,-71.8,0.0000,0,0
75.740,MAIN,871.186,-6.393,-0.155,0.038,9.161,-87.37,-37.61,159.77,91377.8,15.95,8.1551,32.9402964,-106.9218732,11,-71.6,0.0000,0,0
75.760,MAIN,870.977,-6.551,0.196,-0.084,8.963,-88.47,-38.50,151.83,91371.8,15.73,8.1497,32.9402975,-106.9218734,11,-71.9,0.0000,0,0
75.780,MAIN,870.967,-6.494,0.049,0.008,8.793,-87.35,-43.21,140.13,91378.3,15.71,8.1510,32.9402979,-106.9218743,11,-72.7,0.0000,0,0
75.800,MAIN,870.861,-6.268,0.117,0.035,8.785,-89.96,-43.61,133.08,91388.8,15.92,8.1515,32.9402963,-106.9218731,11,-72.1,0.0000,0,0
75.820,MAIN,870.742,-6.236,-0.168,-0.128,8.936,-90.96,-51.13,118.87,91376.5,15.91,8.1452,32.9402979,-106.9218739,11,-72.5,0.0000,0,0
75.840,MAIN,870.418,-6.193,0.075,-0.075,9.124,-92.20,-50.15,108.42,91385.8,15.82,8.1474,32.9402973,-106.9218729,11,-72.4,0.0000,0,0
75.860,MAIN,870.513,-6.455,0.080,-0.164,8.407,-87.17,-53.67,98.22,91387.2,15.70,8.1562,32.9402965,-106.9218732,11,-70.8,0.0000,0,0
75.880,MAIN,870.375,-6.483,0.013,-0.169,8.799,-89.12,-57.96,84.65,91387.1,15.83,8.1525,32.9402979,-106.9218730,11,-72.0,0.0000,0,0
75.900,MAIN,870.071,-6.394,0.201,-0.031,9.144,-86.94,-63.03,68.55,91383.3,15.92,8.1493,32.9402968,-106.9218737,11,-71.4,0.0000,0,0
75.920,MAIN,870.032,-6.504,0.218,0.143,9.058,-85.68,-62.43,58.15,91396.3,15.89,8.1548,32.9402967,-106.9218744,11,-72.4,0.0000,0,0
75.940,MAIN,869.966,-6.394,-0.176,-0.030,8.659,-86.47,-68.24,45.95,91389.2,15.81,8.1459,32.9402976,-106.9218737,11,-71.6,0.0000,0,0
75.960,MAIN,869.715,-6.581,-0.075,-0.145,8.615,-85.79,-68.99,30.77,91403.2,15.77,8.1506,32.9402979,-106.9218732,11,-71.6,0.0000,0,0
75.980,MAIN,869.680,-6.322,-0.197,0.101,8.886,-84.31,-72.38,19.99,91403.3,15.72,8.1559,32.9402977,-106.9218728,11,-71.9,0.0000,0,0
76.000,MAIN,869.611,-6.371,-0.023,0.099,8.624,-83.74,-72.46,3.83,91400.8,15.93,8.1556,32.9402975,-106.9218728,11,-70.1,0.0000,0,0
76.020,MAIN,869.353,-6.647,-0.120,0.088,8.832,-80.80,-73.36,-9.65,91391.4,15.91,8.1495,32.9402966,-106.9218726,11,-70.9,0.0000,0,0
76.040,MAIN,869.276,-6.609,0.194,0.005,8.411,-78.05,-78.99,-23.29,91398.5,15.71,8.1476,32.9402968,-106.9218739,11,-73.1,0.0000,0,0
76.060,MAIN,869.014,-6.454,-0.121,-0.238,9.135,-76.29,-80.02,-38.94,91407.3,15.84,8.1456,32.9402966,-106.9218740,11,-70.7,0.0000,0,0
76.080,MAIN,868.875,-6.277,0.201,0.086,8.721,-74.08,-78.96,-49.78,91410.0,15.79,8.1556,32.9402970,-106.9218744,11,-70.2,0.0000,0,0
76.100,MAIN,868.909,-6.605,-0.179,0.053,8.410,-71.22,-80.21,-62.29,91395.3,15.99,8.1452,32.9402977,-106.9218729,11,-72.7,0.0000,0,0
76.120,MAIN,868.720,-6.609,0.093,0.165,8.844,-70.14,-83.02,-75.39,91417.1,15.89,8.1467,32.9402976,-106.9218735,11,-72.2,0.0000,0,0
76.140,MAIN,868.531,-6.358,-0.138,-0.181,8.783,-67.47,-83.87,-90.37,91399.6,15.95,8.1457,32.9402976,-106.9218743,11,-71.1,0.0000,0,0
76.160,MAIN,868.476,-6.259,-0.133,-0.079,8.638,-63.73,-85.90,-98.83,91401.6,15.91,8.1477,32.9402959,-106.9218735,11,-70.8,0.0000,0,0
76.180,MAIN,868.451,-6.608,-0.010,0.118,8.515,-56.70,-87.22,-115.36,91420.1,15.83,8.1454,32.9402968,-106.9218725,11,-70.5,0.0000,0,0
76.200,MAIN,868.304,-6.301,0.162,-0.083,9.056,-53.71,-85.84,-122.83,91403.0,15.85,8.1467,32.9402968,-106.9218733,11,-70.1,0.0000,0,0
76.220,MAIN,868.025,-6.627,0.143,-0.009,8.914,-50.88,-86.42,-137.39,91421.5,15.71,8.1523,32.9402976,-106.9218724,11,-72.0,0.0000,0,0
76.240,MAIN,867.859,-6.234,0.086,-0.195,8.536,-47.26,-88.92,-143.91,91426.1,15.95,8.1492,32.9402966,-106.9218739,11,-71.9,0.0000,0,0
76.260,MAIN,867.845,-6.525,0.241,-0.042,8.773,-46.94,-91.90,-156.86,91410.2,15.99,8.1460,32.9402961,-106.9218739,11,-72.3,0.0000,0,0
76.280,MAIN,867.654,-6.510,0.174,0.248,8.701,-42.36,-92.40,-163.36,91421.3,15.73,8.1441,32.9402969,-106.9218742,11,-73.1,0.0000,0,0
76.300,MAIN,867.625,-6.296,-0.248,-0.192,8.561,-37.29,-88.57,-175.46,91426.4,15.72,8.1485,32.9402967,-106.9218724,11,-70.3,0.0000,0,0
76.320,MAIN,867.444,-6.293,0.245,0.058,8.943,-36.40,-91.60,-179.82,91422.8,15.85,8.1488,32.9402959,-106.9218729,11,-71.5,0.0000,0,0
76.340,MAIN,867.425,-6.337,-0.146,0.205,8.993,-28.57,-90.51,-189.47,91423.0,15.75,8.1493,32.9402967,-106.9218728,11,-70.0,0.0000,0,0
76.360,MAIN,867.113,-6.187,-0.160,-0.013,8.984,-26.10,-87.13,-193.61,91425.0,15.88,8.1518,32.9402974,-106.9218741,11,-73.2,0.0000,0,0
76.380,MAIN,867.052,-6.524,0.202,-0.226,8.519,-20.65,-88.38,-203.80,91433.8,15.89,8.1552,32.9402971,-106.9218731,11,-70.6,0.0000,0,0
76.400,MAIN,866.922,-6.382,0.052,0.061,8.505,-18.88,-86.30,-205.37,91432.1,15.86,8.1454,32.9402967,-106.9218721,11,-71.2,0.0000,0,0
76.420,MAIN,866.748,-6.443,-0.088,0.220,8.624,-14.12,-85.81,-209.51,91431.2,16.01,8.1521,32.9402974,-106.9218728,11,-73.0,0.0000,0,0
76.440,MAIN,866.596,-6.255,-0.065,0.002,8.550,-9.87,-84.02,-211.85,91422.4,15.96,8.1498,32.9402966,-106.9218723,11,-72.2,0.0000,0,0
76.460,MAIN,866.594,-6.404,0.189,0.126,8.893,-7.67,-83.49,-217.08,91432.4,15.92,8.1485,32.9402967,-106.9218723,11,-72.4,0.0000,0,0
76.480,MAIN,866.499,-6.292,0.082,-0.222,9.136,-4.14,-85.57,-219.04,91437.3,15.96,8.1533,32.9402966,-106.9218720,11,-70.3,0.0000,0,0
76.500,MAIN,866.232,-6.511,0.168,0.129,8.769,1.82,-83.09,-221.04,91431.0,15.88,8.1462,32.9402964,-106.9218728,11,-71.9,0.0000,0,0
76.520,MAIN,866.074,-6.262,0.076,0.221,9.040,5.38,-78.89,-220.96,91425.0,15.78,8.1441,32.9402968,-106.9218731,11,-72.6,0.0000,0,0
76.540,MAIN,866.049,-6.438,0.112,0.122,9.101,8.76,-79.34,-222.21,91443.3,15.80,8.1496,32.9402970,-106.9218727,11,-71.3,0.0000,0,0
76.560,MAIN,865.951,-6.234,0.025,-0.093,8.952,11.97,-78.03,-218.78,91438.2,15.89,8.1522,32.9402966,-106.9218725,11,-71.6,0.0000,0,0
76.580,MAIN,865.774,-6.220,-0.068,-0.201,9.078,16.67,-74.21,-218.25,91436.4,15.95,8.1541,32.9402958,-106.9218736,11,-70.5,0.0000,0,0
76.600,MAIN,865.731,-6.483,-0.034,-0.089,8.913,22.02,-69.85,-211.26,91444.7,16.01,8.1494,32.9402972,-106.9218736,11,-69.8,0.0000,0,0
76.620,MAIN,865.601,-6.627,-0.076,-0.181,8.707,27.53,-70.57,-206.28,91439.4,16.00,8.1470,32.9402962,-106.9218732,11,-70.2,0.0000,0,0
76.640,MAIN,865.376,-6.190,-0.212,0.094,9.157,30.24,-69.00,-204.96,91435.6,15.97,8.1464,32.9402970,-106.9218735,11,-70.0,0.0000,0,0
76.660,MAIN,865.385,-6.542,0.189,0.047,8.898,33.49,-65.03,-198.31,91455.7,15.89,8.1531,32.9402970,-106.9218735,11,-72.6,0.0000,0,0
76.680,MAIN,865.084,-6.197,0.250,0.204,9.106,39.32,-60.98,-190.56,91453.5,15.91,8.1499,32.9402971,-106.9218722,11,-73.1,0.0000,0,0
76.700,MAIN,865.112,-6.197,0.041,0.053,8.989,40.82,-57.97,-186.84,91446.8,15.89,8.1547,32.9402957,-106.9218733,11,-70.1,0.0000,0,0
76.720,MAIN,865.014,-6.351,0.124,-0.024,8.711,44.40,-58.02,-176.97,91439.9,15.86,8.1466,32.9402970,-106.9218716,11,-72.8,0.0000,0,0
76.740,MAIN,864.737,-6.452,0.013,0.088,9.094,50.62,-55.59,-169.21,91452.1,15.80,8.1511,32.9402968,-106.9218731,11,-72.7,0.0000,0,0
76.760,MAIN,864.584,-6.520,0.111,-0.040,9.104,50.83,-48.74,-161.25,91453.9,15.88,8.1459,32.9402966,-106.9218735,11,-72.2,0.0000,0,0
76.780,MAIN,864.593,-6.603,-0.049,0.065,9.057,53.46,-49.10,-149.76,91450.5,15.89,8.1458,32.9402965,-106.9218717,11,-70.4,0.0000,0,0
76.800,MAIN,864.385,-6.346,0.148,0.066,8.422,57.94,-44.59,-139.14,91457.5,15.84,8.1455,32.9402958,-106.9218726,11,-73.1,0.0000,0,0
76.820,MAIN,864.136,-6.365,0.140,0.056,8.706,63.81,-41.75,-130.62,91449.5,15.94,8.1540,32.9402971,-106.9218716,11,-71.5,0.0000,0,0
76.840,MAIN,864.164,-6.383,-0.101,-0.124,9.050,64.98,-39.23,-116.40,91449.6,15.98,8.1449,32.9402964,-106.9218718,11,-69.9,0.0000,0,0
76.860,MAIN,863.892,-6.415,0.227,-0.083,8.931,65.21,-34.79,-107.48,91451.3,16.02,8.1458,32.9402962,-106.9218721,11,-70.8,0.0000,0,0
76.880,MAIN,863.893,-6.203,0.217,-0.194,8.632,69.91,-28.87,-89.63,91469.6,15.87,8.1484,32.9402968,-106.9218729,11,-70.9,0.0000,0,0
76.900,MAIN,863.834,-6.545,-0.176,0.182,8.883,74.34,-27.74,-81.64,91463.9,15.76,8.1442,32.9402969,-106.9218716,11,-70.4,0.0000,0,0
76.920,MAIN,863.696,-6.237,-0.037,-0.214,8.443,74.68,-24.63,-65.41,91455.9,15.81,8.1444,32.9402965,-106.9218726,11,-72.3,0.0000,0,0
76.940,MAIN,863.491,-6.490,0.211,0.222,8.870,75.40,-20.81,-55.71,91457.7,15.83,8.1426,32.9402971,-106.9218721,11,-72.6,0.0000,0,0
76.960,MAIN,863.276,-6.296,0.002,-0.220,9.044,77.86,-13.90,-42.30,91469.2,15.85,8.1510,32.9402966,-106.9218726,11,-72.8,0.0000,0,0
76.980,MAIN,863.149,-6.447,0.020,-0.032,8.559,79.34,-13.73,-28.99,91474.6,15.97,8.1542,32.9402953,-106.9218725,11,-71.4,0.0000,0,0
77.000,MAIN,862.992,-6.609,0.088,-0.208,8.500,81.60,-8.71,-15.90,91458.3,15.98,8.1481,32.9402964,-106.9218717,11,-70.2,0.0000,0,0
77.020,MAIN,863.091,-6.405,0.122,-0.077,8.485,86.09,-3.24,-1.58,91464.9,15.88,8.1528,32.9402953,-106.9218719,11,-72.9,0.0000,0,0
77.040,MAIN,862.753,-6.640,-0.045,0.080,9.190,88.19,-3.14,12.84,91477.1,15.87,8.1508,32.9402955,-106.9218723,11,-72.7,0.0000,0,0
77.060,MAIN,862.666,-6.550,-0.117,0.029,8.425,87.44,3.46,27.70,91468.6,15.90,8.1484,32.9402955,-106.9218719,11,-70.5,0.0000,0,0
77.080,MAIN,862.590,-6.558,0.226,-0.143,8.886,88.94,6.33,38.30,91465.0,15.83,8.1433,32.9402963,-106.9218712,11,-71.4,0.0000,0,0
77.100,MAIN,862.342,-6.571,0.126,-0.002,8.450,89.29,11.10,54.61,91485.9,15.89,8.1523,32.9402956,-106.9218720,11,-70.8,0.0000,0,0
77.120,MAIN,862.380,-6.395,-0.181,0.079,8.695,87.87,16.14,68.46,91476.2,15.98,8.1510,32.9402955,-106.9218718,11,-71.6,0.0000,0,0
77.140,MAIN,862.200,-6.305,-0.223,-0.139,8.471,90.23,16.07,82.87,91471.3,16.04,8.1481,32.9402954,-106.9218727,11,-71.7,0.0000,0,0
77.160,MAIN,862.071,-6.202,-0.226,0.005,8.552,89.85,22.13,95.62,91473.5,15.95,8.1519,32.9402967,-106.9218725,11,-72.1,0.0000,0,0
77.180,MAIN,862.005,-6.343,0.156,-0.106,8.550,89.24,24.34,103.37,91485.1,15.79,8.1477,32.9402971,-106.9218715,11,-71.7,0.0000,0,0
77.200,MAIN,861.774,-6.205,0.017,0.152,8.590,88.12,27.53,116.86,91472.0,15.99,8.1467,32.9402965,-106.9218722,11,-70.7,0.0000,0,0
77.220,MAIN,861.631,-6.367,-0.020,-0.241,8.658,87.77,31.23,128.94,91488.0,15.82,8.1435,32.9402958,-106.9218714,11,-73.2,0.0000,0,0
77.240,MAIN,861.447,-6.509,-0.017,0.110,9.077,90.77,35.66,141.78,91490.6,15.80,8.1523,32.9402960,-106.9218711,11,-71.0,0.0000,0,0
77.260,MAIN,861.528,-6.645,-0.236,-0.143,9.198,85.91,38.39,148.87,91487.3,16.00,8.1426,32.9402966,-106.9218713,11,-72.1,0.0000,0,0
77.280,MAIN,861.307,-6.268,0.109,-0.118,8.613,89.70,42.47,158.95,91485.9,15.78,8.1529,32.9402967,-106.9218711,11,-70.6,0.0000,0,0
77.300,MAIN,861.267,-6.533,-0.009,-0.008,8.526,87.09,45.12,169.57,91488.3,15.81,8.1431,32.9402968,-106.9218714,11,-71.6,0.0000,0,0
77.320,MAIN,860.932,-6.301,0.239,0.135,8.761,87.45,48.58,174.26,91497.8,15.85,8.1452,32.9402965,-106.9218713,11,-72.4,0.0000,0,0
77.340,MAIN,860.821,-6.151,-0.039,0.125,8.825,83.63,54.69,182.25,91492.7,15.77,8.1446,32.9402967,-106.9218709,11,-71.7,0.0000,0,0
77.360,MAIN,860.710,-6.192,-0.032,0.060,8.679,82.53,53.32,190.26,91499.0,16.00,8.1463,32.9402964,-106.9218721,11,-70.9,0.0000,0,0
77.380,MAIN,860.749,-6.412,-0.104,-0.107,8.961,80.88,60.41,200.50,91485.7,15.85,8.1486,32.9402963,-106.9218726,11,-70.7,0.0000,0,0
77.400,MAIN,860.537,-6.616,-0.201,-0.043,8.976,78.40,62.23,203.66,91492.6,15.78,8.1434,32.9402967,-106.9218713,11,-72.5,0.0000,0,0
77.420,MAIN,860.359,-6.531,0.005,0.175,8.516,77.38,64.68,205.64,91501.6,15.77,8.1446,32.9402962,-106.9218722,11,-73.1,0.0000,0,0
77.440,MAIN,860.230,-6.164,0.133,0.120,8.634,71.77,67.54,209.86,91507.4,15.85,8.1430,32.9402960,-106.9218718,11,-72.9,0.0000,0,0
77.460,MAIN,860.278,-6.501,0.072,-0.233,8.754,68.83,67.81,217.27,91499.8,15.79,8.1528,32.9402951,-106.9218716,11,-71.0,0.0000,0,0
77.480,MAIN,860.085,-6.346,-0.171,-0.155,8.955,68.72,71.45,218.39,91510.0,16.00,8.1532,32.9402957,-106.9218722,11,-72.4,0.0000,0,0
77.500,MAIN,859.890,-6.276,-0.220,-0.172,8.976,65.82,71.31,216.97,91493.2,15.90,8.1530,32.9402953,-106.9218724,11,-71.1,0.0000,0,0
77.520,MAIN,859.728,-6.353,-0.024,-0.194,8.960,65.13,76.56,220.45,91503.6,16.05,8.1468,32.9402964,-106.9218719,11,-70.8,0.0000,0,0
77.540,MAIN,859.613,-6.622,-0.213,0.097,8.828,62.29,79.21,220.16,91505.9,15.80,8.1527,32.9402965,-106.9218723,11,-69.9,0.0000,0,0
77.560,MAIN,859.572,-6.633,-0.221,0.155,8.403,54.79,81.02,221.70,91503.7,16.02,8.1421,32.9402960,-106.9218706,11,-72.9,0.0000,0,0
77.580,MAIN,859.437,-6.293,0.072,-0.217,8.470,51.39,82.70,219.35,91507.9,15.87,8.1493,32.9402953,-106.9218712,11,-70.4,0.0000,0,0
77.600,MAIN,859.328,-6.400,0.205,-0.152,8.663,51.89,80.73,212.25,91516.4,15.96,8.1437,32.9402965,-106.9218717,11,-72.7,0.0000,0,0
77.620,MAIN,859.132,-6.460,0.124,0.197,8.947,47.84,83.84,213.65,91521.8,16.02,8.1500,32.9402958,-106.9218712,11,-70.4,0.0000,0,0
77.640,MAIN,859.066,-6.481,0.136,0.000,9.072,43.84,84.63,205.25,91515.1,16.06,8.1517,32.9402959,-106.9218712,11,-70.7,0.0000,0,0
77.660,MAIN,858.940,-6.371,0.049,-0.109,8.789,38.98,84.91,204.00,91521.1,15.92,8.1417,32.9402965,-106.9218708,11,-72.7,0.0000,0,0
77.680,MAIN,858.744,-6.543,0.096,0.230,8.604,33.59,88.41,195.32,91518.3,16.06,8.1464,32.9402961,-106.9218714,11,-72.9,0.0000,0,0
77.700,MAIN,858.585,-6.576,0.194,-0.137,8.851,31.28,86.02,188.45,91517.6,15.84,8.1433,32.9402965,-106.9218716,11,-70.2,0.0000,0,0
77.720,MAIN,858.402,-6.395,-0.248,0.195,8.584,27.58,86.49,184.15,91527.8,15.78,8.1506,32.9402955,-106.9218707,11,-72.1,0.0000,0,0
77.740,MAIN,858.473,-6.593,0.155,-0.237,8.678,25.85,91.08,173.75,91511.6,15.81,8.1501,32.9402951,-106.9218711,11,-72.1,0.0000,0,0
77.760,MAIN,858.354,-6.397,0.087,-0.069,8.976,19.32,87.50,161.91,91522.5,15.83,8.1507,32.9402952,-106.9218715,11,-72.7,0.0000,0,0
77.780,MAIN,858.022,-6.583,-0.224,0.085,8.944,18.01,92.26,157.40,91518.7,15.84,8.1490,32.9402955,-106.9218709,11,-73.0,0.0000,0,0
77.800,MAIN,858.017,-6.373,-0.012,0.157,8.469,9.31,92.01,144.14,91532.7,15.94,8.1418,32.9402948,-106.9218708,11,-72.3,0.0000,0,0
77.820,MAIN,857.910,-6.436,0.099,-0.020,9.177,8.13,91.78,134.04,91518.0,16.06,8.1465,32.9402963,-106.9218715,11,-72.9,0.0000,0,0
77.840,MAIN,857.674,-6.384,0.117,0.035,8.780,3.46,88.96,126.48,91520.6,16.06,8.1419,32.9402963,-106.9218718,11,-71.7,0.0000,0,0
77.860,MAIN,857.639,-6.519,-0.212,0.044,9.124,-0.52,88.84,114.40,91521.1,15.87,8.1522,32.9402960,-106.9218710,11,-72.4,0.0000,0,0
77.880,MAIN,857.466,-6.629,-0.005,0.177,9.185,-4.00,90.24,98.67,91537.0,15.94,8.1518,32.9402959,-106.9218709,11,-71.0,0.0000,0,0
77.900,MAIN,857.348,-6.567,0.062,0.134,8.433,-7.34,87.30,86.15,91525.0,15.99,8.1523,32.9402955,-106.9218709,11,-70.3,0.0000,0,0
77.920,MAIN,857.133,-6.621,-0.072,0.178,9.193,-13.53,86.91,74.21,91541.1,15.92,8.1488,32.9402955,-106.9218705,11,-71.6,0.0000,0,0
77.940,MAIN,857.056,-6.645,0.174,0.046,9.063,-18.53,86.80,62.44,91530.4,15.80,8.1416,32.9402955,-106.9218707,11,-70.1,0.0000,0,0
77.960,MAIN,857.012,-6.292,-0.249,-0.095,8.499,-21.21,83.15,48.09,91531.4,16.03,8.1507,32.9402964,-106.9218708,11,-72.8,0.0000,0,0
77.980,MAIN,856.916,-6.308,-0.070,-0.186,8.694,-26.46,85.07,36.62,91542.4,15.82,8.1454,32.9402965,-106.9218718,11,-71.5,0.0000,0,0
78.000,MAIN,856.699,-6.245,-0.026,0.080,8.408,-29.18,82.68,25.39,91536.7,15.89,8.1512,32.9402960,-106.9218718,11,-72.2,0.0000,0,0
78.020,MAIN,856.601,-6.410,0.130,-0.114,8.717,-30.72,79.72,9.16,91535.1,16.06,8.1506,32.9402949,-106.9218704,11,-72.9,0.0000,0,0
78.040,MAIN,856.335,-6.596,0.006,0.020,8.980,-37.05,77.49,-4.10,91538.7,15.97,8.1401,32.9402950,-106.9218701,11,-70.7,0.0000,0,0
78.060,MAIN,856.303,-6.445,-0.075,-0.027,8.634,-39.13,73.85,-20.20,91551.8,15.95,8.1462,32.9402951,-106.9218703,11,-71.3,0.0000,0,0
78.080,MAIN,856.201,-6.436,0.080,0.205,8.773,-44.52,74.57,-34.80,91548.2,16.05,8.1488,32.9402965,-106.9218709,11,-71.1,0.0000,0,0
78.100,MAIN,856.102,-6.591,-0.186,-0.085,8.481,-49.98,71.14,-48.28,91547.3,16.00,8.1449,32.9402958,-106.9218710,11,-71.2,0.0000,0,0
78.120,MAIN,855.996,-6.438,0.107,-0.102,8.921,-52.60,71.87,-60.18,91557.3,15.93,8.1413,32.9402956,-106.9218697,11,-72.7,0.0000,0,0
78.140,MAIN,855.895,-6.633,0.236,-0.042,8.927,-56.94,65.28,-73.80,91557.5,15.79,8.1513,32.9402957,-106.9218706,11,-73.0,0.0000,0,0
78.160,MAIN,855.697,-6.394,-0.084,-0.110,8.415,-59.33,63.81,-82.50,91557.8,16.01,8.1471,32.9402947,-106.9218715,11,-73.1,0.0000,0,0
78.180,MAIN,855.455,-6.410,0.033,0.020,8.555,-58.46,59.82,-94.33,91558.5,15.97,8.1476,32.9402961,-106.9218701,11,-72.3,0.0000,0,0
78.200,MAIN,855.538,-6.511,0.202,0.249,8.609,-62.19,59.83,-109.83,91554.1,15.92,8.1493,32.9402963,-106.9218712,11,-73.1,0.0000,0,0
78.220,MAIN,855.396,-6.226,-0.207,-0.064,8.469,-68.32,58.40,-119.85,91563.4,15.86,8.1407,32.9402950,-106.9218714,11,-73.1,0.0000,0,0
78.240,MAIN,855.157,-6.236,0.001,-0.023,8.608,-71.07,55.30,-130.30,91551.5,15.84,8.1420,32.9402949,-106.9218714,11,-71.0,0.0000,0,0
78.260,MAIN,855.065,-6.637,-0.202,-0.229,8.622,-70.51,49.89,-144.44,91555.8,15.98,8.1400,32.9402959,-106.9218697,11,-70.5,0.0000,0,0
78.280,MAIN,854.951,-6.528,0.209,-0.107,8.547,-75.92,44.95,-152.51,91561.7,16.09,8.1468,32.9402957,-106.9218706,11,-70.5,0.0000,0,0
78.300,MAIN,854.839,-6.355,-0.091,-0.009,8.505,-76.26,41.34,-162.56,91569.8,16.06,8.1422,32.9402964,-106.9218709,11,-71.8,0.0000,0,0
78.320,MAIN,854.567,-6.514,0.146,-0.190,8.808,-76.70,41.93,-172.92,91569.5,15.85,8.1406,32.9402958,-106.9218710,11,-71.2,0.0000,0,0
78.340,MAIN,854.414,-6.279,-0.172,0.073,8.896,-81.42,38.98,-179.72,91558.4,16.01,8.1414,32.9402952,-106.9218707,11,-73.0,0.0000,0,0
78.360,MAIN,854.486,-6.339,-0.211,0.039,8.504,-80.10,34.65,-183.77,91552.8,15.89,8.1438,32.9402960,-106.9218713,11,-72.7,0.0000,0,0
78.380,MAIN,854.326,-6.264,0.060,0.039,8.751,-82.06,30.97,-196.42,91569.4,15.98,8.1452,32.9402946,-106.9218701,11,-70.5,0.0000,0,0
78.400,MAIN,854.242,-6.237,-0.103,-0.177,8.846,-87.34,24.19,-199.95,91574.2,16.05,8.1468,32.9402958,-106.9218710,11,-69.9,0.0000,0,0
78.420,MAIN,853.975,-6.388,-0.068,-0.204,8.819,-85.54,24.21,-204.31,91575.4,16.08,8.1456,32.9402944,-106.9218696,11,-73.1,0.0000,0,0
78.440,MAIN,853.779,-6.256,-0.240,0.140,9.183,-87.45,16.44,-210.56,91560.5,16.05,8.1441,32.9402950,-106.9218695,11,-69.8,0.0000,0,0
78.460,MAIN,853.843,-6.468,0.233,0.248,8.512,-90.39,13.26,-213.11,91566.6,16.10,8.1409,32.9402948,-106.9218706,11,-72.7,0.0000,0,0
78.480,MAIN,853.634,-6.339,0.082,0.088,8.772,-88.92,9.63,-213.83,91574.3,15.96,8.1496,32.9402954,-106.9218705,11,-71.3,0.0000,0,0
78.500,MAIN,853.543,-6.490,0.235,0.227,8.576,-89.30,8.09,-218.63,91567.9,15.81,8.1500,32.9402944,-106.9218703,11,-69.7,0.0000,0,0
78.520,MAIN,853.383,-6.437,-0.101,-0.235,8.408,-91.87,1.67,-216.60,91580.4,16.05,8.1488,32.9402946,-106.9218692,11,-70.3,0.0000,0,0
78.540,MAIN,853.135,-6.564,-0.091,-0.165,9.107,-88.00,1.22,-221.90,91571.5,15.89,8.1441,32.9402955,-106.9218691,11,-69.9,0.0000,0,0
78.560,MAIN,853.050,-6.252,-0.104,-0.225,8.489,-87.87,-3.35,-220.04,91578.8,15.83,8.1402,32.9402953,-106.9218695,11,-69.6,0.0000,0,0
78.580,MAIN,852.982,-6.601,0.189,-0.069,8.463,-90.94,-6.12,-220.63,91569.6,15.94,8.1466,32.9402944,-106.9218698,11,-72.2,0.0000,0,0
78.600,MAIN,852.874,-6.369,0.205,0.033,8.424,-90.41,-12.52,-215.25,91579.2,15.96,8.1412,32.9402952,-106.9218700,11,-69.9,0.0000,0,0
78.620,MAIN,852.651,-6.458,-0.049,-0.085,9.021,-86.05,-14.02,-215.35,91588.2,15.86,8.1475,32.9402947,-106.9218705,11,-71.4,0.0000,0,0
78.640,MAIN,852.725,-6.516,-0.048,-0.066,8.651,-87.37,-20.73,-209.60,91574.5,15.85,8.1487,32.9402949,-106.9218694,11,-71.5,0.0000,0,0
